route_id,deployment,http_method,path,surface,controller_method,source,current_guard,current_target_predicate,canonical_action,target_accepted_principal_lanes,target_resolver,risk_tier,migration_mode,disposition,review_status,notes,required_sections
mvc:get:/api/v1/agent-tasks,NAVIGATOR_LAUNCHER,GET,/api/v1/agent-tasks,NAVIGATOR_INTERNAL,AgentTaskController.listTasks,session-module/src/main/java/com/foggy/navigator/session/controller/AgentTaskController.java:34,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext),task.list-tasks,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_TASK_OWNER_RESOLVER[LIST_OR_BODY_TARGET],R1_SCOPED_READ,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/agent-tasks/session/{sessionId},NAVIGATOR_LAUNCHER,GET,/api/v1/agent-tasks/session/{sessionId},NAVIGATOR_INTERNAL,AgentTaskController.listTasksBySession,session-module/src/main/java/com/foggy/navigator/session/controller/AgentTaskController.java:47,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext|getCurrentUser|requireOwnedSession|resourceAccessService),task.list-tasks-by-session,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_TASK_OWNER_RESOLVER[sessionId],R1_SCOPED_READ,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/agents,NAVIGATOR_LAUNCHER,GET,/api/v1/agents,NAVIGATOR_INTERNAL,AgentDiscoveryController.listAgents,session-module/src/main/java/com/foggy/navigator/session/controller/AgentDiscoveryController.java:47,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (agentResolver),agent.list-agents,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_AGENT_OWNER_RESOLVER[LIST_OR_BODY_TARGET],R1_SCOPED_READ,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/agents/consultations,NAVIGATOR_LAUNCHER,GET,/api/v1/agents/consultations,NAVIGATOR_INTERNAL,AgentDiscoveryController.listConsultations,session-module/src/main/java/com/foggy/navigator/session/controller/AgentDiscoveryController.java:179,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext|getCurrentUser|requireOwnedSession|resourceAccessService),agent.list-consultations,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_AGENT_OWNER_RESOLVER[LIST_OR_BODY_TARGET],R1_SCOPED_READ,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:post:/api/v1/agents/{agentId}/ask,NAVIGATOR_LAUNCHER,POST,/api/v1/agents/{agentId}/ask,NAVIGATOR_INTERNAL,AgentDiscoveryController.askAgent,session-module/src/main/java/com/foggy/navigator/session/controller/AgentDiscoveryController.java:70,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext|agentResolver|getCurrentUser|requireOwnedSession|required|resolveAgent|resolveContext|resourceAccessService),agent.ask-agent,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_AGENT_OWNER_RESOLVER[agentId],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/agents/{agentId}/card,NAVIGATOR_LAUNCHER,GET,/api/v1/agents/{agentId}/card,NAVIGATOR_INTERNAL,AgentDiscoveryController.getAgentCard,session-module/src/main/java/com/foggy/navigator/session/controller/AgentDiscoveryController.java:57,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (agentResolver|resolveAgent),agent.get-agent-card,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_AGENT_OWNER_RESOLVER[agentId],R1_SCOPED_READ,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/agents/{agentId}/tasks/{taskId},NAVIGATOR_LAUNCHER,GET,/api/v1/agents/{agentId}/tasks/{taskId},NAVIGATOR_INTERNAL,AgentDiscoveryController.getTaskStatus,session-module/src/main/java/com/foggy/navigator/session/controller/AgentDiscoveryController.java:152,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (agentResolver|requireOwnedAgentTask|resolveAgent),agent.get-task-status,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_AGENT_OWNER_RESOLVER[agentId|taskId],R1_SCOPED_READ,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:post:/api/v1/agents/{agentId}/tasks/{taskId}/cancel,NAVIGATOR_LAUNCHER,POST,/api/v1/agents/{agentId}/tasks/{taskId}/cancel,NAVIGATOR_INTERNAL,AgentDiscoveryController.cancelTask,session-module/src/main/java/com/foggy/navigator/session/controller/AgentDiscoveryController.java:167,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (agentResolver|requireOwnedAgentTask|resolveAgent),agent.cancel-task,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_AGENT_OWNER_RESOLVER[agentId|taskId],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:post:/api/v1/business-agent/client-apps/{clientAppId}/skill-grants,NAVIGATOR_LAUNCHER,POST,/api/v1/business-agent/client-apps/{clientAppId}/skill-grants,NAVIGATOR_INTERNAL,SkillRegistryController.grantSkillToClientApp,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/SkillRegistryController.java:51,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(ROLES:TENANT_ADMIN),UserContext tenant/user plus resource-specific checks remain distributed (none),skill-registry.grant-skill-to-client-app,NAVIGATOR_USER/TENANT_ADMIN; INSTANCE_ROOT/CONTROL_ACCESS; SAAS_PLATFORM/CONTROL_ACCESS(SAAS_PROVISIONING) within exact upstream/tenant grant,TYPED_MANAGEMENT_CLIENT_APP_SKILL_GRANT_RESOLVER[clientAppId|body-skillId],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,method-level tenant-management surface; typed root/platform use remains subject to exact instance/upstream/tenant/owner resolver,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY|PLATFORM_GRANT|TENANT_AUTHORITY
mvc:get:/api/v1/business-agent/sessions/{sessionId}/tasks,NAVIGATOR_LAUNCHER,GET,/api/v1/business-agent/sessions/{sessionId}/tasks,NAVIGATOR_INTERNAL,BusinessAgentTaskController.listTasksBySession,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/BusinessAgentTaskController.java:38,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(ROLES:TENANT_ADMIN),UserContext tenant/user plus resource-specific checks remain distributed (none),business-task.list-tasks-by-session,NAVIGATOR_USER/TENANT_ADMIN,NAVIGATOR_USER_TENANT_BUSINESS_TASK_OWNER_RESOLVER[sessionId],R1_SCOPED_READ,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:post:/api/v1/business-agent/skills,NAVIGATOR_LAUNCHER,POST,/api/v1/business-agent/skills,NAVIGATOR_INTERNAL,SkillRegistryController.createSkill,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/SkillRegistryController.java:32,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(ROLES:TENANT_ADMIN),UserContext tenant/user plus resource-specific checks remain distributed (none),skill-registry.create-skill,NAVIGATOR_USER/TENANT_ADMIN; INSTANCE_ROOT/CONTROL_ACCESS; SAAS_PLATFORM/CONTROL_ACCESS(SAAS_PROVISIONING) within exact upstream/tenant grant,TYPED_MANAGEMENT_SKILL_OWNER_RESOLVER[body-owner|upstream|tenant],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,method-level tenant-management surface; typed root/platform use remains subject to exact instance/upstream/tenant/owner resolver,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY|PLATFORM_GRANT|TENANT_AUTHORITY
mvc:post:/api/v1/business-agent/skills/{skillId}/functions,NAVIGATOR_LAUNCHER,POST,/api/v1/business-agent/skills/{skillId}/functions,NAVIGATOR_INTERNAL,SkillRegistryController.addFunctionToSkillAllowlist,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/SkillRegistryController.java:41,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(ROLES:TENANT_ADMIN),UserContext tenant/user plus resource-specific checks remain distributed (none),skill-registry.add-function-to-skill-allowlist,NAVIGATOR_USER/TENANT_ADMIN; INSTANCE_ROOT/CONTROL_ACCESS; SAAS_PLATFORM/CONTROL_ACCESS(SAAS_PROVISIONING) within exact upstream/tenant grant,TYPED_MANAGEMENT_SKILL_FUNCTION_ALLOWLIST_RESOLVER[skillId|body-functionId],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,method-level tenant-management surface; typed root/platform use remains subject to exact instance/upstream/tenant/owner resolver,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY|PLATFORM_GRANT|TENANT_AUTHORITY
mvc:post:/api/v1/business-agent/skills/{skillId}/materialize,NAVIGATOR_LAUNCHER,POST,/api/v1/business-agent/skills/{skillId}/materialize,NAVIGATOR_INTERNAL,SkillRegistryController.materializePublicSkill,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/SkillRegistryController.java:61,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(ROLES:TENANT_ADMIN),UserContext tenant/user plus resource-specific checks remain distributed (none),skill-registry.materialize-public-skill,NAVIGATOR_USER/TENANT_ADMIN; INSTANCE_ROOT/CONTROL_ACCESS; SAAS_PLATFORM/CONTROL_ACCESS(SAAS_PROVISIONING) within exact upstream/tenant grant,TYPED_MANAGEMENT_SKILL_MATERIALIZATION_SCOPE_RESOLVER[skillId],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,method-level tenant-management surface; typed root/platform use remains subject to exact instance/upstream/tenant/owner resolver,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY|PLATFORM_GRANT|TENANT_AUTHORITY
mvc:post:/api/v1/business-agent/tasks,NAVIGATOR_LAUNCHER,POST,/api/v1/business-agent/tasks,NAVIGATOR_INTERNAL,BusinessAgentTaskController.createTask,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/BusinessAgentTaskController.java:21,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(ROLES:TENANT_ADMIN),UserContext tenant/user plus resource-specific checks remain distributed (none),business-task.create-task,NAVIGATOR_USER/TENANT_ADMIN,NAVIGATOR_USER_TENANT_BUSINESS_TASK_OWNER_RESOLVER[LIST_OR_BODY_TARGET],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/business-agent/tasks/{taskId},NAVIGATOR_LAUNCHER,GET,/api/v1/business-agent/tasks/{taskId},NAVIGATOR_INTERNAL,BusinessAgentTaskController.getTask,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/BusinessAgentTaskController.java:30,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(ROLES:TENANT_ADMIN),UserContext tenant/user plus resource-specific checks remain distributed (none),business-task.get-task,NAVIGATOR_USER/TENANT_ADMIN,NAVIGATOR_USER_TENANT_BUSINESS_TASK_OWNER_RESOLVER[taskId],R1_SCOPED_READ,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:post:/api/v1/business-agent/worker-identities,NAVIGATOR_LAUNCHER,POST,/api/v1/business-agent/worker-identities,NAVIGATOR_INTERNAL,BizWorkerPoolController.registerWorkerIdentity,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/BizWorkerPoolController.java:33,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(ROLES:SUPER_ADMIN),UserContext tenant/user plus resource-specific checks remain distributed (none),worker-identity.register,NAVIGATOR_USER/SUPER_ADMIN; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_WORKER_POOL_TARGET_RESOLVER[LIST_OR_BODY_TARGET],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,Biz Worker Pool only; forbidden as a Codex Physical Worker routing repair; INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:delete:/api/v1/business-agent/worker-identities/{workerId}/credential,NAVIGATOR_LAUNCHER,DELETE,/api/v1/business-agent/worker-identities/{workerId}/credential,NAVIGATOR_INTERNAL,BizWorkerCredentialController.revoke,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/BizWorkerCredentialController.java:36,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(ROLES:SUPER_ADMIN),UserContext tenant/user plus resource-specific checks remain distributed (revokePlatformCredential|workerCredentialService),worker-identity.credential.revoke,NAVIGATOR_USER/SUPER_ADMIN; INSTANCE_ROOT/SECURITY_ACTION,INSTANCE_ROOT_WORKER_IDENTITY_CREDENTIAL_TARGET_RESOLVER[workerId],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY|PLATFORM_GRANT|TENANT_AUTHORITY
mvc:post:/api/v1/business-agent/worker-identities/{workerId}/credential/rotate,NAVIGATOR_LAUNCHER,POST,/api/v1/business-agent/worker-identities/{workerId}/credential/rotate,NAVIGATOR_INTERNAL,BizWorkerCredentialController.rotate,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/BizWorkerCredentialController.java:25,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(ROLES:SUPER_ADMIN),UserContext tenant/user plus resource-specific checks remain distributed (disableCredentialResponseCaching|rotatePlatformCredential|workerCredentialService),worker-identity.credential.rotate,NAVIGATOR_USER/SUPER_ADMIN; INSTANCE_ROOT/SECURITY_ACTION,INSTANCE_ROOT_WORKER_IDENTITY_CREDENTIAL_TARGET_RESOLVER[workerId],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY|PLATFORM_GRANT|TENANT_AUTHORITY
mvc:get:/api/v1/business-agent/worker-pools,NAVIGATOR_LAUNCHER,GET,/api/v1/business-agent/worker-pools,NAVIGATOR_INTERNAL,BizWorkerPoolController.listPools,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/BizWorkerPoolController.java:39,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (ResourceOwnerType|resolveTenantId),worker-pool.list-pools,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_WORKER_POOL_TARGET_RESOLVER[LIST_OR_BODY_TARGET],R1_SCOPED_READ,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED,Biz Worker Pool only; forbidden as a Codex Physical Worker routing repair; INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY|PLATFORM_GRANT|TENANT_AUTHORITY
mvc:post:/api/v1/business-agent/worker-pools,NAVIGATOR_LAUNCHER,POST,/api/v1/business-agent/worker-pools,NAVIGATOR_INTERNAL,BizWorkerPoolController.createPool,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/BizWorkerPoolController.java:47,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (resolveTenantId),worker-pool.create-pool,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_WORKER_POOL_TARGET_RESOLVER[LIST_OR_BODY_TARGET],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,Biz Worker Pool only; forbidden as a Codex Physical Worker routing repair; INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY|PLATFORM_GRANT|TENANT_AUTHORITY
mvc:post:/api/v1/business-agent/worker-pools/{poolId}/members,NAVIGATOR_LAUNCHER,POST,/api/v1/business-agent/worker-pools/{poolId}/members,NAVIGATOR_INTERNAL,BizWorkerPoolController.addMember,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/BizWorkerPoolController.java:53,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (ResourceOwnerType|resolveTenantId),worker-pool.add-member,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_WORKER_POOL_TARGET_RESOLVER[poolId],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,Biz Worker Pool only; forbidden as a Codex Physical Worker routing repair; INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY|PLATFORM_GRANT|TENANT_AUTHORITY
mvc:put:/api/v1/business-agent/worker-pools/{poolId}/status,NAVIGATOR_LAUNCHER,PUT,/api/v1/business-agent/worker-pools/{poolId}/status,NAVIGATOR_INTERNAL,BizWorkerPoolController.updatePoolStatus,business-agent-module/src/main/java/com/foggy/navigator/business/agent/controller/BizWorkerPoolController.java:63,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (ResourceOwnerType|resolveTenantId),worker-pool.update-pool-status,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_WORKER_POOL_TARGET_RESOLVER[poolId],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,Biz Worker Pool only; forbidden as a Codex Physical Worker routing repair; INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY|PLATFORM_GRANT|TENANT_AUTHORITY
mvc:get:/api/v1/claude-workers,NAVIGATOR_LAUNCHER,GET,/api/v1/claude-workers,NAVIGATOR_INTERNAL,ClaudeWorkerController.listWorkers,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/ClaudeWorkerController.java:41,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext),worker.claude.list-workers,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_WORKER_CLAUDE_TARGET_RESOLVER[LIST_OR_BODY_TARGET],R1_SCOPED_READ,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:post:/api/v1/claude-workers,NAVIGATOR_LAUNCHER,POST,/api/v1/claude-workers,NAVIGATOR_INTERNAL,ClaudeWorkerController.registerWorker,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/ClaudeWorkerController.java:53,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext|check|checkWorker),worker.claude.register-worker,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_WORKER_CLAUDE_TARGET_RESOLVER[LIST_OR_BODY_TARGET],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:delete:/api/v1/claude-workers/{workerId},NAVIGATOR_LAUNCHER,DELETE,/api/v1/claude-workers/{workerId},NAVIGATOR_INTERNAL,ClaudeWorkerController.deleteWorker,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/ClaudeWorkerController.java:76,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext),worker.claude.delete-worker,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/SECURITY_ACTION,INSTANCE_ROOT_WORKER_CLAUDE_TARGET_RESOLVER[workerId],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:get:/api/v1/claude-workers/{workerId},NAVIGATOR_LAUNCHER,GET,/api/v1/claude-workers/{workerId},NAVIGATOR_INTERNAL,ClaudeWorkerController.getWorker,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/ClaudeWorkerController.java:47,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext),worker.claude.get-worker,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_WORKER_CLAUDE_TARGET_RESOLVER[workerId],R1_SCOPED_READ,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:put:/api/v1/claude-workers/{workerId},NAVIGATOR_LAUNCHER,PUT,/api/v1/claude-workers/{workerId},NAVIGATOR_INTERNAL,ClaudeWorkerController.updateWorker,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/ClaudeWorkerController.java:70,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext),worker.claude.update-worker,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_WORKER_CLAUDE_TARGET_RESOLVER[workerId],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:get:/api/v1/claude-workers/{workerId}/code-server-password,NAVIGATOR_LAUNCHER,GET,/api/v1/claude-workers/{workerId}/code-server-password,NAVIGATOR_INTERNAL,ClaudeWorkerController.getCodeServerPassword,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/ClaudeWorkerController.java:94,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext),worker.claude.get-code-server-password,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_WORKER_CLAUDE_OWNER_RESOLVER[workerId],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,plaintext secret disclosure is not added to INSTANCE_ROOT authority; rotate or replace through a separately authorized control instead,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:post:/api/v1/claude-workers/{workerId}/health-check,NAVIGATOR_LAUNCHER,POST,/api/v1/claude-workers/{workerId}/health-check,NAVIGATOR_INTERNAL,ClaudeWorkerController.triggerHealthCheck,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/ClaudeWorkerController.java:83,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext|checkWorker),worker.claude.trigger-health-check,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_WORKER_CLAUDE_TARGET_RESOLVER[workerId],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
